word,phonetic,pos,definition,source
autumn,ˈɔːtəm,,n.秋，秋季,CET4_edited
auxiliary,ɔːgˈziljəri,,a.辅助的；附属的,CET4_edited
available,əˈveiləbl,,a.可利用的；通用的,CET4_edited
avenue,ˈævinjuː,,n.林荫道，道路；大街,CET4_edited
average,ˈævəridʒ,,n.平均数 a.平均的,CET4_edited
aviation,ˌeiviˈei∫ən,,n.航空，航空学,CET4_edited
avoid,əˈvɔid,,vt.避免，躲开；撤消,CET4_edited
await,əˈweit,,vt.等候，期待,CET4_edited
awake,əˈweik,,a.醒着的 vt.唤醒,CET4_edited
award,əˈwɔːd,,n.奖，奖品；判定,CET4_edited
aware,əˈweə,,a.知道的，意识到的,CET4_edited
away,əˈwei,,ad.离开，远离；…去,CET4_edited
awful,ˈɔːful,,a.令人不愉快的,CET4_edited
awfully,ˈɔːfuli,,ad.令人畏惧的；很,CET4_edited
awkward,ˈɔːkwəd,,a.笨拙的；尴尬的,CET4_edited
ax,æks,,n.斧子,CET4_edited
axis,ˈæksis,,n.轴，轴线；中心线,CET4_edited
baby,ˈbeibi,,n.婴儿；孩子气的人,CET4_edited
back,bæk,,ad.在后；回原处；回,CET4_edited
background,ˈbækgraund,,n.背景，后景，经历,CET4_edited
backward,ˈbækwəd,,a.向后的；倒的 ad.倒,CET4_edited
bacteria,bækˈtiəriə,,n.细菌,CET4_edited
bad,bæd,,a.坏的，恶的；严重的,CET4_edited
badly,ˈbædli,,ad.坏，差；严重地,CET4_edited
badminton,ˈbædmintən,,n.羽毛球,CET4_edited
bag,bæg,,n.袋，包，钱包，背包,CET4_edited
baggage,ˈbægidʒ,,n.行李,CET4_edited
bake,beik,,vt.烤，烘，焙；烧硬,CET4_edited
balance,ˈbæləns,,vt.使平衡；称 n.天平,CET4_edited
ball,bɔːl,,n.球，球状物；舞会,CET4_edited
balloon,bəˈluːn,,n.气球，玩具气球,CET4_edited
banana,bəˈnɑːnə,,n.香蕉；芭蕉属植物,CET4_edited
band,bænd,,n.乐队；带；波段,CET4_edited
bang,bæŋ,,n.巨响，枪声；猛击,CET4_edited
bank,bæŋk,,n.银行；库；岩，堤,CET4_edited
banner,ˈbænə,,n.旗，旗帜，横幅,CET4_edited
bar,bɑː(r),,n.酒吧间；条，杆；栅,CET4_edited
barber,ˈbɑːbə,,n.理发师,CET4_edited
bare,beə,,a.赤裸的；仅仅的,CET4_edited
bargain,ˈbɑːgin,,n.交易 vi.议价；成交,CET4_edited
bark,bɑːk,,n.吠叫声 vi.吠，叫,CET4_edited
barn,bɑːn,,n.谷仓；牲口棚,CET4_edited
barrel,ˈbærəl,,n.桶；圆筒；枪管,CET4_edited
barrier,ˈbæriə,,n.栅栏，屏障；障碍,CET4_edited
base,beis,,n.基础，底层；基地,CET4_edited
basic,ˈbeisik,,a.基本的，基础的,CET4_edited
basically,ˈbeisikəli,,ad.基本上,CET4_edited
basin,ˈbeisn,,n.盆，洗脸盆；盆地,CET4_edited
basis,ˈbeisis,,n.基础，根据,CET4_edited
basket,bɑːskit,,n.篮，篓，筐,CET4_edited
basketball,ˈbɑːskitbɔːl,,n.篮球；篮球运动,CET4_edited
bat,bæt,,n.球拍；短棍；蝙蝠,CET4_edited
bath,bɑːθ,,n.浴，洗澡；浴缸,CET4_edited
bathe,beið,,vt.给…洗澡；弄湿,CET4_edited
bathroom,ˈbɑːθruːm,,n.浴室；盥洗室,CET4_edited
battery,ˈbætəri,,n.电池；一套，一组,CET4_edited
battle,ˈbætl,,n.战役；斗争 vi.作战,CET4_edited
bay,bei,,n.湾；山脉中的凹处,CET4_edited
be,biː,,aux.v.&vi.是，在，做,CET4_edited
beach,biːt∫,,n.海滩，湖滩，河滩,CET4_edited
beam,biːm,,n.梁；横梁；束，柱,CET4_edited
bean,biːn,,n.豆，蚕豆,CET4_edited
bear,beə,,n.熊；粗鲁的人,CET4_edited
bear,beə,,vt.容忍；负担；生育,CET4_edited
beard,biəd,,n.胡须，络腮胡子,CET4_edited
beast,biːst,,n.兽，野兽；牲畜,CET4_edited
beat,biːt,,vt.&vi.打，敲；打败,CET4_edited
beautiful,ˈbjuːtəful,,a.美的，美丽的,CET4_edited
beauty,ˈbjuːti,,n.美，美丽；美人,CET4_edited
because,biˈkɔz,,conj.由于，因为,CET4_edited
become,biˈkʌm,,vi.变成；成为，变得,CET4_edited
bed,bed,,n.床，床位；圃；河床,CET4_edited
bee,biː,,n.蜂，密蜂；忙碌的人,CET4_edited
beef,biːf,,n.牛肉；菜牛,CET4_edited
beer,biə,,n.啤酒,CET4_edited
before,biˈfɔː,,prep.在…以前；向…,CET4_edited
beg,beg,,vt.&vi.乞求；请求,CET4_edited
beggar,ˈbegə,,n.乞丐，穷人,CET4_edited
begin,biˈgin,,vi.开始 vt.开始,CET4_edited
beginner,biˈginə,,n.初学者，生手,CET4_edited
beginning,biˈginiŋ,,n.开始，开端；起源,CET4_edited
behalf,biˈhɑːf,,n.利益，维护，支持,CET4_edited
behave,biˈheiv,,vi.表现，举止；运转,CET4_edited
behavior,biˈheivjə,,n.行为，举止，态度,CET4_edited
behind,biˈhaind,,prep.在…后面,CET4_edited
being,ˈbiːiŋ,,n.存在；生物；生命,CET4_edited
belief,biˈliːf,,n.信任，相信；信念,CET4_edited
believe,biˈliːv,,vt.相信；认为,CET4_edited
bell,bel,,n.钟，铃，门铃；钟声,CET4_edited
belong,biˈlɔŋ,,vi.属于，附属,CET4_edited
beloved,biˈlʌvid,,a.为…的爱的 n.爱人,CET4_edited
below,biˈləu,,prep.在…下面(以下),CET4_edited
belt,belt,,n.带，腰带；皮带；区,CET4_edited
bench,bent∫,,n.长凳，条凳；工作台,CET4_edited
bend,bend,,vt.使弯曲 vi.弯曲,CET4_edited
beneath,biˈniːθ,,prep.在…下方,CET4_edited
beneficial,beniˈfi∫əl,,a.有利的，有益的,CET4_edited
benefit,ˈbenifit,,n.利益；恩惠；津贴,CET4_edited
berry,ˈberi,,n.浆果(如草莓等),CET4_edited
beside,biˈsaid,,prep.在…旁边,CET4_edited
besides,biˈsaidz,,ad.而且 prep.除…之外,CET4_edited
best,best,,a.最好的；最大的,CET4_edited
bet,bet,,vt.&vi.&n.打赌,CET4_edited
betray,biˈtrei,,vt.背叛；辜负；泄漏,CET4_edited
better,ˈbetə,,a.较好的 ad.更好地,CET4_edited
between,biˈtwiːn,,prep.在…中间,CET4_edited
beyond,biˈjɔnd,,prep.在…的那边,CET4_edited
Bible,ˈbaibl,,n.基督教《圣经》,CET4_edited
bicycle,ˈbaisikl,,n.自行车，脚踏车,CET4_edited
big,big,,a.大的，巨大的,CET4_edited
bike,baik,,n.自行车 vi.骑自行车,CET4_edited
bill,bil,,n.账单；招贴；票据,CET4_edited
billion,ˈbiljən,,num.万亿(英),CET4_edited
bind,baind,,vt.捆绑；包扎；装钉,CET4_edited
biology,baiˈɔlədʒi,,n.生物学；生态学,CET4_edited
bird,bəːd,,n.鸟，禽,CET4_edited
birth,bəːθ,,n.分娩，出生；出身,CET4_edited
birthday,ˈbəːθdei,,n.生日，诞生的日期,CET4_edited
biscuit,ˈbiskit,,n.(英)饼干；(美)软饼,CET4_edited
bit,bit,,n.一点，一些，小片,CET4_edited
bite,bait,,vt.咬，叮，螫；剌穿,CET4_edited
bitter,ˈbitə,,a.痛苦的；严寒的,CET4_edited
bitterly,ˈbitəli,,ad.苦苦地；悲痛地,CET4_edited
black,blæk,,a.黑色的；黑暗的,CET4_edited
blackboard,ˈblækbɔːd,,n.黑板,CET4_edited
blade,bleid,,n.刀刃，刀片；叶片,CET4_edited
blame,bleim,,vt.责备，把…归咎于,CET4_edited
blank,blæŋk,,a.空白的 n.空白,CET4_edited
blanket,ˈblæŋkit,,n.毛毯，毯子，羊毛毯,CET4_edited
blast,blɑːst,,n.爆炸，冲击波 vt.炸,CET4_edited
blaze,bleiz,,n.火；闪光 vi.燃烧,CET4_edited
bleed,bliːd,,vi.出血，流血；泌脂,CET4_edited
blend,blend,,vt.&vi.&n.混和,CET4_edited
bless,bles,,vt.为…祝福,CET4_edited
blind,blaind,,a.瞎的；盲目的,CET4_edited
block,blɔk,,n.街区 vt.堵塞，拦阻,CET4_edited
blood,blʌd,,n.血，血液；血统,CET4_edited
bloom,bluːm,,n.花；开花，开花期,CET4_edited
blossom,ˈblɔsəm,,n.花，开花 vi.开花,CET4_edited
blow,bləu,,vi.吹，吹动；吹响,CET4_edited
blue,bluː,,a.蓝色的 n.蓝色,CET4_edited
board,bɔːd,,n.板 vt.上(船、车等),CET4_edited
boast,bəust,,vi.自夸 vt.吹嘘,CET4_edited
boat,bəut,,n.小船，艇；渔船,CET4_edited
body,ˈbɔdi,,n.身体；主体；尸体,CET4_edited
boil,bɔil,,vi.沸腾；汽化 vt.煮沸,CET4_edited
bold,bəuld,,a.大胆的；冒失的,CET4_edited
bolt,bəult,,n.螺栓；插销 vt.闩门,CET4_edited
bomb,bɔm,,n.炸弹 vt.轰炸,CET4_edited
bond,bɔnd,,n.联结，联系；公债,CET4_edited
bone,bəun,,n.骨，骨骼,CET4_edited
book,buk,,n.书，书籍 vt.预定,CET4_edited
boot,buːt,,n.靴子，长统靴,CET4_edited
booth,buːθ,,n.货摊；公用电话亭,CET4_edited
border,ˈbɔːdə,,n.边，边缘；边界,CET4_edited
bore,bɔː,,vt.使厌烦；钻，挖,CET4_edited
born,bɔːn,,a.天生的；出生的,CET4_edited
borrow,ˈbɔrəu,,vt.借，借用，借人,CET4_edited
bosom,ˈbuzəm,,n.胸，胸部；内心,CET4_edited
boss,bɔs,,n.老板，上司 vt.指挥,CET4_edited
both,bəuθ,,pron.两者(都),CET4_edited
bother,ˈbɔðə,,vt.烦扰，迷惑 n.麻烦,CET4_edited
bottle,ˈbɔtl,,n.瓶，酒瓶；一瓶,CET4_edited
bottom,ˈbɔtəm,,n.底，底部，根基,CET4_edited
bough,bau,,n.树枝,CET4_edited
bounce,bauns,,vi.反跳，弹起；跳起,CET4_edited
bound,baund,,a.一定的；有义务的,CET4_edited
boundary,ˈbaundəri,,n.分界线，办界,CET4_edited
